SZ000006717,20220113,TAVG,-17,H,,S,
SZ000008440,20220113,TMAX,23,,,E,
SZ000008440,20220113,TMIN,-48,,,E,
SZ000008440,20220113,PRCP,0,,,E,
SZ000008440,20220113,SNWD,0,,,E,
SZ000008440,20220113,TAVG,-6,H,,S,
SZ000009480,20220113,TMAX,68,,,E,
SZ000009480,20220113,TMIN,-8,,,E,
SZ000009480,20220113,PRCP,0,,,E,
SZ000009480,20220113,SNWD,0,,,E,
SZ000009480,20220113,TAVG,-1,H,,S,
SZE00105086,20220113,TMAX,15,,,E,
SZE00105086,20220113,TMIN,-81,,,E,
SZE00105086,20220113,PRCP,0,,,E,
SZE00105086,20220113,SNWD,40,,,E,
SZE00105086,20220113,TAVG,-38,H,,S,
SZE00116090,20220113,TMAX,18,,,E,
SZE00116090,20220113,TMIN,-59,,,E,
SZE00116090,20220113,PRCP,0,,,E,
SZE00116090,20220113,TAVG,-18,H,,S,
SZM00006796,20220113,TAVG,-1,H,,S,
SZ000001940,20220114,TMAX,57,,,E,
SZ000001940,20220114,TMIN,-41,,,E,
SZ000001940,20220114,PRCP,0,,,E,
SZ000001940,20220114,SNWD,0,,,E,
SZ000001940,20220114,TAVG,6,H,,S,
SZ000002220,20220114,TMAX,23,,,E,
SZ000002220,20220114,TMIN,-1,,S,E,
SZ000002220,20220114,PRCP,0,,,E,
SZ000002220,20220114,SNWD,2940,,,E,
SZ000002220,20220114,TAVG,10,H,,S,
SZ000003700,20220114,TMAX,34,,,E,
SZ000003700,20220114,TMIN,-38,,,E,
SZ000003700,20220114,PRCP,0,,,E,
SZ000003700,20220114,SNWD,10,,,E,
SZ000003700,20220114,TAVG,-10,H,,S,
SZ000006717,20220114,TMAX,18,,,E,
SZ000006717,20220114,TMIN,-22,,,E,
SZ000006717,20220114,PRCP,0,,,E,
SZ000006717,20220114,TAVG,-3,H,,S,
SZ000008440,20220114,TMAX,36,,,E,
SZ000008440,20220114,TMIN,-63,,,E,
SZ000008440,20220114,PRCP,0,,,E,
SZ000008440,20220114,SNWD,0,,,E,
SZ000008440,20220114,TAVG,-22,H,,S,
SZ000009480,20220114,TMAX,85,,,E,
SZ000009480,20220114,TMIN,2,,,E,
SZ000009480,20220114,PRCP,0,,,E,
SZ000009480,20220114,SNWD,0,,,E,
SZ000009480,20220114,TAVG,17,H,,S,
SZE00105086,20220114,TMAX,32,,,E,
SZE00105086,20220114,TMIN,-75,,,E,
SZE00105086,20220114,PRCP,0,,,E,
SZE00105086,20220114,SNWD,40,,,E,
SZE00105086,20220114,TAVG,-24,H,,S,
SZE00116090,20220114,TMAX,24,,,E,
SZE00116090,20220114,TMIN,-65,,,E,
SZE00116090,20220114,PRCP,0,,,E,
SZE00116090,20220114,TAVG,-20,H,,S,
SZM00006796,20220114,TMIN,-8,,,S,
SZM00006796,20220114,TAVG,39,H,,S,
SZ000001940,20220115,TMAX,-6,,,E,
SZ000001940,20220115,TMIN,-52,,,E,
SZ000001940,20220115,PRCP,0,,,E,
SZ000001940,20220115,SNWD,0,,,E,
SZ000001940,20220115,TAVG,-27,H,,S,
SZ000002220,20220115,TMAX,41,,,E,
SZ000002220,20220115,TMIN,-10,,,E,
SZ000002220,20220115,PRCP,0,,,E,
SZ000002220,20220115,SNWD,2920,,,E,
SZ000002220,20220115,TAVG,16,H,,S,
SZ000003700,20220115,TMAX,20,,,E,
SZ000003700,20220115,TMIN,-30,,,E,
